#,Date-Time (CET/CEST),Temp,Light,Button Down,Button Up,Host Connected,End of File
41,07/03/2023 00:00:00,5.06,1.72,,,,
42,07/03/2023 01:00:00,4.93,4.31,,,,
43,07/03/2023 02:00:00,4.89,8.22,,,,
44,07/03/2023 03:00:00,4.76,9.08,,,,
45,07/03/2023 04:00:00,5.06,23.85,,,,
46,07/03/2023 05:00:00,5.36,32.99,,,,
47,07/03/2023 06:00:00,5.87,44.24,,,,
48,07/03/2023 07:00:00,6.43,45.54,,,,
49,07/03/2023 08:00:00,6.69,59.88,,,,
50,07/03/2023 09:00:00,6.90,41.24,,,,
51,07/03/2023 10:00:00,7.03,49.00,,,,
52,07/03/2023 11:00:00,7.16,40.37,,,,
53,07/03/2023 12:00:00,7.12,42.96,,,,
54,07/03/2023 13:00:00,7.16,25.36,,,,
55,07/03/2023 14:00:00,6.99,22.34,,,,
56,07/03/2023 15:00:00,6.99,26.01,,,,
57,07/03/2023 16:00:00,7.08,17.54,,,,
58,07/03/2023 17:00:00,6.95,9.29,,,,
59,07/03/2023 18:00:00,6.65,7.57,,,,
60,07/03/2023 19:00:00,6.52,6.71,,,,
61,07/03/2023 20:00:00,6.39,3.01,,,,
62,07/03/2023 21:00:00,6.17,4.31,,,,
63,07/03/2023 22:00:00,6.05,1.94,,,,
64,07/03/2023 23:00:00,5.92,1.94,,,,
65,07/04/2023 00:00:00,5.83,1.07,,,,
66,07/04/2023 01:00:00,5.70,0.86,,,,
67,07/04/2023 02:00:00,5.62,2.15,,,,
68,07/04/2023 03:00:00,5.66,1.72,,,,
69,07/04/2023 04:00:00,5.57,4.95,,,,
70,07/04/2023 05:00:00,5.53,7.35,,,,
71,07/04/2023 06:00:00,5.66,18.86,,,,
72,07/04/2023 07:00:00,5.92,16.68,,,,
73,07/04/2023 08:00:00,6.22,29.05,,,,
74,07/04/2023 09:00:00,6.48,29.51,,,,
75,07/04/2023 10:00:00,6.78,34.71,,,,
76,07/04/2023 11:00:00,7.12,55.94,,,,
77,07/04/2023 12:00:00,7.46,30.37,,,,
78,07/04/2023 13:00:00,7.59,34.28,,,,
79,07/04/2023 14:00:00,8.02,80.74,,,,
80,07/04/2023 15:00:00,8.49,45.54,,,,
81,07/04/2023 16:00:00,8.62,25.14,,,,
82,07/04/2023 17:00:00,8.19,26.01,,,,
83,07/04/2023 18:00:00,8.06,34.71,,,,
84,07/04/2023 19:00:00,8.19,36.01,,,,
85,07/04/2023 20:00:00,7.93,12.12,,,,
86,07/04/2023 21:00:00,7.50,12.12,,,,
87,07/04/2023 22:00:00,7.29,6.03,,,,
88,07/04/2023 23:00:00,6.99,2.80,,,,
89,07/05/2023 00:00:00,6.73,1.94,,,,
90,07/05/2023 01:00:00,6.56,4.09,,,,
91,07/05/2023 02:00:00,6.39,4.31,,,,
92,07/05/2023 03:00:00,6.35,2.80,,,,
93,07/05/2023 04:00:00,6.22,3.23,,,,
94,07/05/2023 05:00:00,6.13,7.14,,,,
95,07/05/2023 06:00:00,6.09,10.37,,,,
96,07/05/2023 07:00:00,6.13,8.86,,,,
97,07/05/2023 08:00:00,6.13,11.05,,,,
98,07/05/2023 09:00:00,6.13,12.77,,,,
99,07/05/2023 10:00:00,6.22,16.25,,,,
100,07/05/2023 11:00:00,6.39,42.10,,,,
101,07/05/2023 12:00:00,6.90,71.58,,,,
102,07/05/2023 13:00:00,7.25,42.10,,,,
103,07/05/2023 14:00:00,7.42,47.26,,,,
104,07/05/2023 15:00:00,7.72,24.50,,,,
105,07/05/2023 16:00:00,7.42,20.37,,,,
106,07/05/2023 17:00:00,7.20,15.60,,,,
107,07/05/2023 18:00:00,7.08,32.50,,,,
108,07/05/2023 19:00:00,7.03,8.65,,,,
109,07/05/2023 20:00:00,6.78,7.78,,,,
110,07/05/2023 21:00:00,6.65,5.39,,,,
111,07/05/2023 22:00:00,6.48,2.15,,,,
112,07/05/2023 23:00:00,6.26,0.43,,,,
113,07/06/2023 00:00:00,6.13,0.00,,,,
114,07/06/2023 01:00:00,5.96,0.43,,,,
115,07/06/2023 02:00:00,5.87,0.21,,,,
116,07/06/2023 03:00:00,5.79,2.80,,,,
117,07/06/2023 04:00:00,5.70,4.95,,,,
118,07/06/2023 05:00:00,5.75,12.77,,,,
119,07/06/2023 06:00:00,5.79,7.35,,,,
120,07/06/2023 07:00:00,5.87,29.05,,,,
121,07/06/2023 08:00:00,5.92,30.78,,,,
122,07/06/2023 09:00:00,6.35,86.76,,,,
123,07/06/2023 10:00:00,6.65,38.16,,,,
124,07/06/2023 11:00:00,6.73,48.18,,,,
125,07/06/2023 12:00:00,6.78,41.24,,,,
126,07/06/2023 13:00:00,6.82,37.30,,,,
127,07/06/2023 14:00:00,6.90,27.11,,,,
128,07/06/2023 15:00:00,6.90,43.38,,,,
129,07/06/2023 16:00:00,7.12,49.00,,,,
130,07/06/2023 17:00:00,7.12,59.02,,,,
131,07/06/2023 18:00:00,7.08,21.67,,,,
132,07/06/2023 19:00:00,6.65,12.56,,,,
133,07/06/2023 20:00:00,6.43,10.62,,,,
134,07/06/2023 21:00:00,6.17,7.14,,,,
135,07/06/2023 22:00:00,6.00,7.78,,,,
136,07/06/2023 23:00:00,5.87,1.50,,,,
137,07/07/2023 00:00:00,5.70,1.29,,,,
138,07/07/2023 01:00:00,5.57,0.64,,,,
139,07/07/2023 02:00:00,5.53,4.74,,,,
140,07/07/2023 03:00:00,5.57,9.97,,,,
141,07/07/2023 04:00:00,5.57,15.60,,,,
142,07/07/2023 05:00:00,5.83,22.77,,,,
143,07/07/2023 06:00:00,6.17,30.78,,,,
144,07/07/2023 07:00:00,6.43,60.32,,,,
145,07/07/2023 08:00:00,6.56,48.56,,,,
146,07/07/2023 09:00:00,6.69,53.36,,,,
147,07/07/2023 10:00:00,6.90,85.92,,,,
148,07/07/2023 11:00:00,7.50,74.22,,,,
149,07/07/2023 12:00:00,8.06,284.80,,,,
150,07/07/2023 13:00:00,9.01,102.40,,,,
151,07/07/2023 14:00:00,9.74,75.94,,,,
152,07/07/2023 15:00:00,10.04,134.64,,,,
153,07/07/2023 16:00:00,10.08,305.76,,,,
154,07/07/2023 17:00:00,9.78,51.20,,,,
155,07/07/2023 18:00:00,9.31,26.01,,,,
156,07/07/2023 19:00:00,8.66,26.44,,,,
157,07/07/2023 20:00:00,7.98,24.50,,,,
158,07/07/2023 21:00:00,7.33,16.03,,,,
159,07/07/2023 22:00:00,6.73,11.02,,,,
160,07/07/2023 23:00:00,6.30,8.22,,,,
161,07/08/2023 00:00:00,5.83,6.68,,,,
162,07/08/2023 01:00:00,5.49,7.78,,,,
163,07/08/2023 02:00:00,5.23,10.37,,,,
164,07/08/2023 03:00:00,5.10,14.28,,,,
165,07/08/2023 04:00:00,5.27,27.97,,,,
166,07/08/2023 05:00:00,5.53,34.28,,,,
167,07/08/2023 06:00:00,5.70,75.94,,,,
168,07/08/2023 07:00:00,6.56,82.48,,,,
169,07/08/2023 08:00:00,6.86,75.08,,,,
170,07/08/2023 09:00:00,7.08,98.08,,,,
171,07/08/2023 10:00:00,7.16,80.26,,,,
172,07/08/2023 11:00:00,7.85,212.80,,,,
173,07/08/2023 12:00:00,9.22,295.20,,,,
174,07/08/2023 13:00:00,10.25,117.16,,,,
175,07/08/2023 14:00:00,10.68,98.08,,,,
176,07/08/2023 15:00:00,10.89,257.84,,,,
177,07/08/2023 16:00:00,10.85,519.20,,,,
178,07/08/2023 17:00:00,10.12,60.74,,,,
179,07/08/2023 18:00:00,9.52,36.01,,,,
180,07/08/2023 19:00:00,9.05,38.59,,,,
181,07/08/2023 20:00:00,8.36,34.71,,,,
182,07/08/2023 21:00:00,7.76,8.00,,,,
183,07/08/2023 22:00:00,7.16,6.68,,,,
184,07/08/2023 23:00:00,6.78,4.31,,,,
185,07/09/2023 00:00:00,6.48,3.01,,,,
186,07/09/2023 01:00:00,6.26,3.23,,,,
187,07/09/2023 02:00:00,6.00,4.95,,,,
188,07/09/2023 03:00:00,5.83,6.06,,,,
189,07/09/2023 04:00:00,5.70,11.05,,,,
190,07/09/2023 05:00:00,5.70,19.51,,,,
191,07/09/2023 06:00:00,5.75,39.46,,,,
192,07/09/2023 07:00:00,5.87,62.96,,,,
193,07/09/2023 08:00:00,6.22,70.28,,,,
194,07/09/2023 09:00:00,6.52,78.58,,,,
195,07/09/2023 10:00:00,6.99,170.96,,,,
196,07/09/2023 11:00:00,8.11,185.84,,,,
197,07/09/2023 12:00:00,9.31,281.36,,,,
198,07/09/2023 13:00:00,10.16,119.88,,,,
199,07/09/2023 14:00:00,10.64,90.24,,,,
200,07/09/2023 15:00:00,10.94,259.60,,,,
201,07/09/2023 16:00:00,10.68,590.40,,,,
202,07/09/2023 17:00:00,10.16,56.86,,,,
203,07/09/2023 18:00:00,9.69,28.41,,,,
204,07/09/2023 19:00:00,8.92,24.07,,,,
205,07/09/2023 20:00:00,8.15,22.99,,,,
206,07/09/2023 21:00:00,7.42,14.50,,,,
207,07/09/2023 22:00:00,6.82,9.29,,,,
208,07/09/2023 23:00:00,6.30,6.90,,,,
209,07/10/2023 00:00:00,5.92,5.60,,,,
210,07/10/2023 01:00:00,5.49,6.03,,,,
211,07/10/2023 02:00:00,5.23,7.57,,,,
212,07/10/2023 03:00:00,4.97,10.59,,,,
213,07/10/2023 04:00:00,5.10,16.68,,,,
214,07/10/2023 05:00:00,5.49,21.69,,,,
215,07/10/2023 06:00:00,6.26,45.54,,,,
216,07/10/2023 07:00:00,7.20,64.68,,,,
217,07/10/2023 08:00:00,8.36,199.60,,,,
218,07/10/2023 09:00:00,9.56,260.48,,,,
219,07/10/2023 10:00:00,10.42,143.28,,,,
220,07/10/2023 11:00:00,11.02,179.84,,,,
221,07/10/2023 12:00:00,11.79,192.72,,,,
222,07/10/2023 13:00:00,12.18,134.64,,,,
223,07/10/2023 14:00:00,12.70,93.80,,,,
224,07/10/2023 15:00:00,12.91,200.72,,,,
225,07/10/2023 16:00:00,12.87,449.76,,,,
226,07/10/2023 17:00:00,12.70,76.38,,,,
227,07/10/2023 18:00:00,12.14,31.69,,,,
228,07/10/2023 19:00:00,11.32,39.03,,,,
229,07/10/2023 20:00:00,10.68,39.51,,,,
230,07/10/2023 21:00:00,10.08,15.14,,,,
231,07/10/2023 22:00:00,9.31,9.32,,,,
232,07/10/2023 23:00:00,8.71,6.71,,,,
233,07/11/2023 00:00:00,8.28,6.28,,,,
234,07/11/2023 01:00:00,8.11,6.71,,,,
235,07/11/2023 02:00:00,7.72,8.22,,,,
236,07/11/2023 03:00:00,7.46,12.10,,,,
237,07/11/2023 04:00:00,7.55,19.29,,,,
238,07/11/2023 05:00:00,7.85,25.14,,,,
239,07/11/2023 06:00:00,8.41,55.58,,,,
240,07/11/2023 07:00:00,9.31,72.50,,,,
241,07/11/2023 08:00:00,10.21,259.60,,,,
242,07/11/2023 09:00:00,11.28,177.12,,,,
243,07/11/2023 10:00:00,12.18,125.04,,,,
244,07/11/2023 11:00:00,13.12,175.36,,,,
245,07/11/2023 12:00:00,14.07,250.96,,,,
246,07/11/2023 13:00:00,14.75,158.92,,,,
247,07/11/2023 14:00:00,15.10,129.36,,,,
248,07/11/2023 15:00:00,15.18,197.28,,,,
249,07/11/2023 16:00:00,14.84,294.48,,,,
250,07/11/2023 17:00:00,14.37,68.56,,,,
251,07/11/2023 18:00:00,13.77,46.90,,,,
252,07/11/2023 19:00:00,13.04,39.94,,,,
253,07/11/2023 20:00:00,12.40,26.65,,,,
254,07/11/2023 21:00:00,11.67,15.17,,,,
255,07/11/2023 22:00:00,11.02,9.51,,,,
256,07/11/2023 23:00:00,10.46,6.49,,,,
257,07/12/2023 00:00:00,9.82,4.95,,,,
258,07/12/2023 01:00:00,9.31,5.41,,,,
259,07/12/2023 02:00:00,8.88,8.00,,,,
260,07/12/2023 03:00:00,8.83,12.10,,,,
261,07/12/2023 04:00:00,9.14,19.08,,,,
262,07/12/2023 05:00:00,9.44,26.22,,,,
263,07/12/2023 06:00:00,10.04,51.64,,,,
264,07/12/2023 07:00:00,10.89,67.70,,,,
265,07/12/2023 08:00:00,11.92,236.32,,,,
266,07/12/2023 09:00:00,13.00,254.64,,,,
267,07/12/2023 10:00:00,14.07,116.32,,,,
268,07/12/2023 11:00:00,14.93,160.64,,,,
269,07/12/2023 12:00:00,15.53,267.60,,,,
270,07/12/2023 13:00:00,15.87,159.76,,,,
271,07/12/2023 14:00:00,16.04,101.56,,,,
272,07/12/2023 15:00:00,16.04,192.96,,,,
273,07/12/2023 16:00:00,15.78,179.84,,,,
274,07/12/2023 17:00:00,15.36,61.86,,,,
275,07/12/2023 18:00:00,14.80,38.84,,,,
276,07/12/2023 19:00:00,14.28,29.08,,,,
277,07/12/2023 20:00:00,13.55,26.25,,,,
278,07/12/2023 21:00:00,12.82,23.45,,,,
279,07/12/2023 22:00:00,12.27,11.94,,,,
280,07/12/2023 23:00:00,11.75,8.22,,,,
281,07/13/2023 00:00:00,11.11,6.28,,,,
282,07/13/2023 01:00:00,10.59,4.09,,,,
283,07/13/2023 02:00:00,10.04,6.28,,,,
284,07/13/2023 03:00:00,9.69,18.19,,,,
285,07/13/2023 04:00:00,9.78,22.77,,,,
286,07/13/2023 05:00:00,9.69,33.85,,,,
287,07/13/2023 06:00:00,10.21,49.48,,,,
288,07/13/2023 07:00:00,10.81,62.52,,,,
289,07/13/2023 08:00:00,11.37,111.16,,,,
290,07/13/2023 09:00:00,12.61,372.48,,,,
291,07/13/2023 10:00:00,13.77,155.44,,,,
292,07/13/2023 11:00:00,14.20,184.08,,,,
293,07/13/2023 12:00:00,14.15,131.96,,,,
294,07/13/2023 13:00:00,14.20,150.28,,,,
295,07/13/2023 14:00:00,13.90,114.60,,,,
296,07/13/2023 15:00:00,13.90,111.16,,,,
297,07/13/2023 16:00:00,13.21,72.92,,,,
298,07/13/2023 17:00:00,12.74,77.30,,,,
299,07/13/2023 18:00:00,12.35,74.22,,,,
300,07/13/2023 19:00:00,12.05,22.34,,,,
301,07/13/2023 20:00:00,11.28,12.37,,,,
302,07/13/2023 21:00:00,10.72,4.55,,,,
303,07/13/2023 22:00:00,10.25,3.45,,,,
304,07/13/2023 23:00:00,9.86,4.31,,,,
305,07/14/2023 00:00:00,9.44,3.90,,,,
306,07/14/2023 01:00:00,9.14,4.09,,,,
307,07/14/2023 02:00:00,8.75,4.55,,,,
308,07/14/2023 03:00:00,8.53,9.94,,,,
309,07/14/2023 04:00:00,8.41,15.82,,,,
310,07/14/2023 05:00:00,8.32,29.29,,,,
311,07/14/2023 06:00:00,8.66,34.28,,,,
312,07/14/2023 07:00:00,9.61,84.68,,,,
313,07/14/2023 08:00:00,10.64,190.16,,,,
314,07/14/2023 09:00:00,11.54,234.56,,,,
315,07/14/2023 10:00:00,12.44,99.08,,,,
316,07/14/2023 11:00:00,13.38,143.28,,,,
317,07/14/2023 12:00:00,13.94,247.52,,,,
318,07/14/2023 13:00:00,14.24,152.00,,,,
319,07/14/2023 14:00:00,14.20,75.94,,,,
320,07/14/2023 15:00:00,13.81,183.28,,,,
321,07/14/2023 16:00:00,13.98,85.04,,,,
322,07/14/2023 17:00:00,13.43,78.10,,,,
323,07/14/2023 18:00:00,13.00,51.26,,,,
324,07/14/2023 19:00:00,12.74,44.74,,,,
325,07/14/2023 20:00:00,12.22,12.80,,,,
326,07/14/2023 21:00:00,11.62,6.28,,,,
327,07/14/2023 22:00:00,11.24,4.31,,,,
328,07/14/2023 23:00:00,10.85,3.66,,,,
329,07/15/2023 00:00:00,10.38,3.01,,,,
330,07/15/2023 01:00:00,10.16,4.52,,,,
331,07/15/2023 02:00:00,9.91,6.49,,,,
332,07/15/2023 03:00:00,9.65,11.94,,,,
333,07/15/2023 04:00:00,9.69,26.25,,,,
334,07/15/2023 05:00:00,10.34,20.83,,,,
335,07/15/2023 06:00:00,10.94,43.38,,,,
336,07/15/2023 07:00:00,11.71,64.68,,,,
337,07/15/2023 08:00:00,12.31,80.32,,,,
338,07/15/2023 09:00:00,12.61,65.12,,,,
339,07/15/2023 10:00:00,12.35,29.73,,,,
340,07/15/2023 11:00:00,11.88,23.42,,,,
341,07/15/2023 12:00:00,11.54,33.85,,,,
342,07/15/2023 13:00:00,11.41,35.14,,,,
343,07/15/2023 14:00:00,11.19,36.92,,,,
344,07/15/2023 15:00:00,11.07,27.54,,,,
345,07/15/2023 16:00:00,10.85,24.50,,,,
346,07/15/2023 17:00:00,10.68,19.73,,,,
347,07/15/2023 18:00:00,10.55,16.06,,,,
348,07/15/2023 19:00:00,10.46,6.71,,,,
349,07/15/2023 20:00:00,10.29,7.57,,,,
350,07/15/2023 21:00:00,10.16,4.55,,,,
351,07/15/2023 22:00:00,9.86,2.37,,,,
352,07/15/2023 23:00:00,9.61,0.21,,,,
353,07/16/2023 00:00:00,9.22,0.21,,,,
354,07/16/2023 01:00:00,9.09,0.64,,,,
355,07/16/2023 02:00:00,9.01,1.94,,,,
356,07/16/2023 03:00:00,8.88,2.37,,,,
357,07/16/2023 04:00:00,8.88,1.50,,,,
358,07/16/2023 05:00:00,8.83,13.42,,,,
359,07/16/2023 06:00:00,9.09,18.86,,,,
360,07/16/2023 07:00:00,9.35,28.43,,,,
361,07/16/2023 08:00:00,9.35,19.73,,,,
362,07/16/2023 09:00:00,9.44,41.66,,,,
363,07/16/2023 10:00:00,9.91,63.82,,,,
364,07/16/2023 11:00:00,10.29,55.58,,,,
365,07/16/2023 12:00:00,10.85,87.76,,,,
366,07/16/2023 13:00:00,11.24,133.80,,,,
367,07/16/2023 14:00:00,12.14,72.92,,,,
368,07/16/2023 15:00:00,13.12,259.84,,,,
369,07/16/2023 16:00:00,13.34,65.54,,,,
370,07/16/2023 17:00:00,13.04,59.88,,,,
371,07/16/2023 18:00:00,12.70,23.01,,,,
372,07/16/2023 19:00:00,12.22,18.00,,,,
373,07/16/2023 20:00:00,11.41,14.52,,,,
374,07/16/2023 21:00:00,10.81,8.86,,,,
375,07/16/2023 22:00:00,10.25,6.49,,,,
376,07/16/2023 23:00:00,9.78,5.20,,,,
377,07/17/2023 00:00:00,9.56,2.58,,,,
378,07/17/2023 01:00:00,9.31,4.33,,,,
379,07/17/2023 02:00:00,9.05,6.30,,,,
380,07/17/2023 03:00:00,8.88,4.12,,,,
381,07/17/2023 04:00:00,8.66,7.35,,,,
382,07/17/2023 05:00:00,8.58,15.82,,,,
383,07/17/2023 06:00:00,8.53,23.63,,,,
384,07/17/2023 07:00:00,8.58,32.12,,,,
385,07/17/2023 08:00:00,9.18,136.36,,,,
386,07/17/2023 09:00:00,10.04,250.08,,,,
387,07/17/2023 10:00:00,11.75,100.80,,,,
388,07/17/2023 11:00:00,13.04,132.92,,,,
389,07/17/2023 12:00:00,13.85,79.46,,,,
390,07/17/2023 13:00:00,14.37,125.16,,,,
391,07/17/2023 14:00:00,14.28,100.80,,,,
392,07/17/2023 15:00:00,14.28,169.44,,,,
393,07/17/2023 16:00:00,14.33,120.84,,,,
394,07/17/2023 17:00:00,14.20,36.03,,,,
395,07/17/2023 18:00:00,13.25,45.60,,,,
396,07/17/2023 19:00:00,13.12,36.92,,,,
397,07/17/2023 20:00:00,12.70,20.62,,,,
398,07/17/2023 21:00:00,12.05,11.94,,,,
399,07/17/2023 22:00:00,11.62,6.71,,,,
400,07/17/2023 23:00:00,11.07,4.33,,,,
401,07/18/2023 00:00:00,10.38,2.80,,,,
402,07/18/2023 01:00:00,9.91,4.55,,,,
403,07/18/2023 02:00:00,9.69,5.41,,,,
404,07/18/2023 03:00:00,9.52,8.67,,,,
405,07/18/2023 04:00:00,9.61,15.60,,,,
406,07/18/2023 05:00:00,9.56,21.48,,,,
407,07/18/2023 06:00:00,10.08,42.96,,,,
408,07/18/2023 07:00:00,10.77,62.52,,,,
409,07/18/2023 08:00:00,11.45,173.04,,,,
410,07/18/2023 09:00:00,12.10,198.16,,,,
411,07/18/2023 10:00:00,13.34,89.48,,,,
412,07/18/2023 11:00:00,14.28,69.00,,,,
413,07/18/2023 12:00:00,14.28,122.48,,,,
414,07/18/2023 13:00:00,14.50,52.56,,,,
415,07/18/2023 14:00:00,13.30,19.75,,,,
416,07/18/2023 15:00:00,12.57,73.42,,,,
417,07/18/2023 16:00:00,12.65,74.70,,,,
418,07/18/2023 17:00:00,12.65,55.14,,,,
419,07/18/2023 18:00:00,12.40,49.48,,,,
420,07/18/2023 19:00:00,12.05,23.63,,,,
421,07/18/2023 20:00:00,11.84,28.22,,,,
422,07/18/2023 21:00:00,11.58,14.33,,,,
423,07/18/2023 22:00:00,11.11,7.35,,,,
424,07/18/2023 23:00:00,10.59,3.01,,,,
425,07/19/2023 00:00:00,10.25,2.37,,,,
426,07/19/2023 01:00:00,9.99,3.23,,,,
427,07/19/2023 02:00:00,9.82,6.49,,,,
428,07/19/2023 03:00:00,9.78,11.07,,,,
429,07/19/2023 04:00:00,9.86,15.60,,,,
430,07/19/2023 05:00:00,9.95,16.25,,,,
431,07/19/2023 06:00:00,9.99,13.66,,,,
432,07/19/2023 07:00:00,9.99,14.74,,,,
433,07/19/2023 08:00:00,9.95,19.73,,,,
434,07/19/2023 09:00:00,9.95,39.94,,,,
435,07/19/2023 10:00:00,10.04,30.83,,,,
436,07/19/2023 11:00:00,10.04,36.01,,,,
437,07/19/2023 12:00:00,9.86,27.35,,,,
438,07/19/2023 13:00:00,9.82,38.22,,,,
439,07/19/2023 14:00:00,9.86,40.37,,,,
440,07/19/2023 15:00:00,9.91,27.79,,,,
441,07/19/2023 16:00:00,9.65,21.91,,,,
442,07/19/2023 17:00:00,9.52,19.51,,,,
443,07/19/2023 18:00:00,9.22,9.97,,,,
444,07/19/2023 19:00:00,8.96,9.54,,,,
445,07/19/2023 20:00:00,8.75,4.77,,,,
446,07/19/2023 21:00:00,8.49,3.90,,,,
447,07/19/2023 22:00:00,8.32,2.80,,,,
448,07/19/2023 23:00:00,8.15,1.07,,,,
449,07/20/2023 00:00:00,7.89,0.43,,,,
450,07/20/2023 01:00:00,7.72,1.07,,,,
451,07/20/2023 02:00:00,7.63,0.86,,,,
452,07/20/2023 03:00:00,7.55,1.29,,,,
453,07/20/2023 04:00:00,7.42,1.72,,,,
454,07/20/2023 05:00:00,7.29,3.66,,,,
455,07/20/2023 06:00:00,7.25,6.49,,,,
456,07/20/2023 07:00:00,7.25,14.95,,,,
457,07/20/2023 08:00:00,7.25,15.39,,,,
458,07/20/2023 09:00:00,7.29,14.95,,,,
459,07/20/2023 10:00:00,7.38,17.35,,,,
460,07/20/2023 11:00:00,7.46,22.77,,,,
461,07/20/2023 12:00:00,7.50,22.56,,,,
462,07/20/2023 13:00:00,7.59,39.94,,,,
463,07/20/2023 14:00:00,7.72,35.57,,,,
464,07/20/2023 15:00:00,7.76,19.08,,,,
465,07/20/2023 16:00:00,7.68,16.49,,,,
466,07/20/2023 17:00:00,7.50,11.48,,,,
467,07/20/2023 18:00:00,7.42,11.91,,,,
468,07/20/2023 19:00:00,7.25,8.43,,,,
469,07/20/2023 20:00:00,7.16,5.84,,,,
470,07/20/2023 21:00:00,6.99,2.15,,,,
471,07/20/2023 22:00:00,6.86,2.58,,,,
472,07/20/2023 23:00:00,6.73,0.86,,,,
473,07/21/2023 00:00:00,6.69,0.43,,,,
474,07/21/2023 01:00:00,6.60,1.72,,,,
475,07/21/2023 02:00:00,6.60,2.80,,,,
476,07/21/2023 03:00:00,6.56,8.00,,,,
477,07/21/2023 04:00:00,6.56,6.49,,,,
478,07/21/2023 05:00:00,6.56,7.78,,,,
479,07/21/2023 06:00:00,6.60,27.35,,,,
480,07/21/2023 07:00:00,6.90,19.97,,,,
481,07/21/2023 08:00:00,7.25,35.20,,,,
482,07/21/2023 09:00:00,7.63,52.12,,,,
483,07/21/2023 10:00:00,7.93,54.28,,,,
484,07/21/2023 11:00:00,8.15,53.42,,,,
485,07/21/2023 12:00:00,8.36,70.82,,,,
486,07/21/2023 13:00:00,8.62,56.00,,,,
487,07/21/2023 14:00:00,8.58,42.10,,,,
488,07/21/2023 15:00:00,8.49,38.65,,,,
489,07/21/2023 16:00:00,8.49,55.62,,,,
490,07/21/2023 17:00:00,8.53,30.83,,,,
491,07/21/2023 18:00:00,8.32,34.71,,,,
492,07/21/2023 19:00:00,8.11,22.58,,,,
493,07/21/2023 20:00:00,7.89,14.31,,,,
494,07/21/2023 21:00:00,7.63,2.37,,,,
495,07/21/2023 22:00:00,7.38,1.50,,,,
496,07/21/2023 23:00:00,7.16,2.37,,,,
497,07/22/2023 00:00:00,6.99,1.50,,,,
498,07/22/2023 01:00:00,6.78,1.72,,,,
499,07/22/2023 02:00:00,6.65,4.95,,,,
500,07/22/2023 03:00:00,6.56,8.86,,,,
501,07/22/2023 04:00:00,6.56,15.17,,,,
502,07/22/2023 05:00:00,6.73,22.80,,,,
503,07/22/2023 06:00:00,6.99,27.35,,,,
504,07/22/2023 07:00:00,7.42,37.79,,,,
505,07/22/2023 08:00:00,7.76,37.35,,,,
506,07/22/2023 09:00:00,7.98,47.32,,,,
507,07/22/2023 10:00:00,8.19,46.90,,,,
508,07/22/2023 11:00:00,8.45,55.20,,,,
509,07/22/2023 12:00:00,8.79,55.62,,,,
510,07/22/2023 13:00:00,8.92,47.80,,,,
511,07/22/2023 14:00:00,8.88,46.46,,,,
512,07/22/2023 15:00:00,8.83,38.65,,,,
513,07/22/2023 16:00:00,8.62,28.00,,,,
514,07/22/2023 17:00:00,8.36,28.65,,,,
515,07/22/2023 18:00:00,8.15,15.41,,,,
