#,Date-Time (CET/CEST),Temp,Light,Host Connected,Button Down,Button Up,End of File
52,06/24/2023 13:00:00,23.21,29.14,,,,
53,06/24/2023 14:00:00,23.34,33.50,,,,
54,06/24/2023 15:00:00,23.38,12.58,,,,
55,06/24/2023 16:00:00,23.34,11.21,,,,
56,06/24/2023 17:00:00,23.21,16.94,,,,
57,06/24/2023 18:00:00,23.16,8.64,,,,
58,06/24/2023 19:00:00,23.12,10.43,,,,
59,06/24/2023 20:00:00,23.03,1.95,,,,
60,06/24/2023 21:00:00,22.91,1.95,,,,
61,06/24/2023 22:00:00,22.82,0.97,,,,
62,06/24/2023 23:00:00,22.65,0.58,,,,
63,06/25/2023 00:00:00,22.43,0.00,,,,
64,06/25/2023 01:00:00,22.31,0.00,,,,
65,06/25/2023 02:00:00,22.22,0.97,,,,
66,06/25/2023 03:00:00,22.13,0.58,,,,
67,06/25/2023 04:00:00,22.05,1.17,,,,
68,06/25/2023 05:00:00,21.92,4.70,,,,
69,06/25/2023 06:00:00,21.96,6.09,,,,
70,06/25/2023 07:00:00,22.01,10.82,,,,
71,06/25/2023 08:00:00,22.13,5.90,,,,
72,06/25/2023 09:00:00,22.26,22.48,,,,
73,06/25/2023 10:00:00,22.48,15.97,,,,
74,06/25/2023 11:00:00,22.61,21.08,,,,
75,06/25/2023 12:00:00,22.69,31.94,,,,
76,06/25/2023 13:00:00,22.82,16.36,,,,
77,06/25/2023 14:00:00,22.91,29.58,,,,
78,06/25/2023 15:00:00,23.03,22.87,,,,
79,06/25/2023 16:00:00,23.08,22.87,,,,
80,06/25/2023 17:00:00,23.12,35.51,,,,
81,06/25/2023 18:00:00,23.25,22.09,,,,
82,06/25/2023 19:00:00,23.25,23.26,,,,
83,06/25/2023 20:00:00,23.25,15.74,,,,
84,06/25/2023 21:00:00,23.21,8.84,,,,
85,06/25/2023 22:00:00,23.03,3.52,,,,
86,06/25/2023 23:00:00,22.82,2.15,,,,
87,06/26/2023 00:00:00,22.61,1.56,,,,
88,06/26/2023 01:00:00,22.39,3.33,,,,
89,06/26/2023 02:00:00,22.26,3.33,,,,
90,06/26/2023 03:00:00,22.13,4.89,,,,
91,06/26/2023 04:00:00,22.01,8.25,,,,
92,06/26/2023 05:00:00,21.92,13.79,,,,
93,06/26/2023 06:00:00,21.96,30.37,,,,
94,06/26/2023 07:00:00,22.39,38.65,,,,
95,06/26/2023 08:00:00,23.12,183.92,,,,
96,06/26/2023 09:00:00,25.39,572.48,,,,
97,06/26/2023 10:00:00,27.20,422.40,,,,
98,06/26/2023 11:00:00,28.31,501.12,,,,
99,06/26/2023 12:00:00,29.13,153.00,,,,
100,06/26/2023 13:00:00,27.15,62.64,,,,
101,06/26/2023 14:00:00,26.25,48.04,,,,
102,06/26/2023 15:00:00,25.57,3.35,,,,
103,06/26/2023 16:00:00,25.22,2.54,,,,
104,06/26/2023 17:00:00,24.84,2.15,,,,
105,06/26/2023 18:00:00,24.58,1.95,,,,
106,06/26/2023 19:00:00,24.36,1.76,,,,
107,06/26/2023 20:00:00,24.15,1.56,,,,
108,06/26/2023 21:00:00,23.98,0.78,,,,
109,06/26/2023 22:00:00,23.72,0.58,,,,
110,06/26/2023 23:00:00,23.42,0.19,,,,
111,06/27/2023 00:00:00,23.21,0.00,,,,
112,06/27/2023 01:00:00,22.95,0.00,,,,
113,06/27/2023 02:00:00,22.65,0.19,,,,
114,06/27/2023 03:00:00,22.48,0.78,,,,
115,06/27/2023 04:00:00,22.39,1.37,,,,
116,06/27/2023 05:00:00,22.35,2.74,,,,
117,06/27/2023 06:00:00,22.43,7.47,,,,
118,06/27/2023 07:00:00,22.86,9.25,,,,
119,06/27/2023 08:00:00,23.59,33.21,,,,
120,06/27/2023 09:00:00,25.35,66.36,,,,
121,06/27/2023 10:00:00,27.58,70.34,,,,
122,06/27/2023 11:00:00,29.68,73.58,,,,
123,06/27/2023 12:00:00,31.40,85.32,,,,
124,06/27/2023 13:00:00,30.71,11.83,,,,
125,06/27/2023 14:00:00,29.00,4.33,,,,
126,06/27/2023 15:00:00,27.54,3.52,,,,
127,06/27/2023 16:00:00,26.55,2.54,,,,
128,06/27/2023 17:00:00,25.78,2.15,,,,
129,06/27/2023 18:00:00,25.39,6.88,,,,
130,06/27/2023 19:00:00,24.28,0.78,,,,
131,06/27/2023 20:00:00,23.64,1.17,,,,
132,06/27/2023 21:00:00,23.25,2.54,,,,
133,06/27/2023 22:00:00,23.25,2.15,,,,
134,06/27/2023 23:00:00,23.21,0.00,,,,
135,06/28/2023 00:00:00,22.99,0.00,,,,
136,06/28/2023 01:00:00,22.78,0.00,,,,
137,06/28/2023 02:00:00,22.65,0.00,,,,
138,06/28/2023 03:00:00,22.48,0.00,,,,
139,06/28/2023 04:00:00,22.39,0.00,,,,
140,06/28/2023 05:00:00,22.26,0.00,,,,
141,06/28/2023 06:00:00,22.22,0.00,,,,
142,06/28/2023 07:00:00,22.09,0.39,,,,
143,06/28/2023 08:00:00,20.20,0.00,,,,
144,06/28/2023 09:00:00,19.73,0.00,,,,
145,06/28/2023 10:00:00,19.52,0.78,,,,
146,06/28/2023 11:00:00,19.60,0.00,,,,
147,06/28/2023 12:00:00,19.86,0.19,,,,
148,06/28/2023 13:00:00,20.29,0.00,,,,
149,06/28/2023 14:00:00,20.72,0.19,,,,
150,06/28/2023 15:00:00,21.15,0.00,,,,
151,06/28/2023 16:00:00,21.58,0.97,,,,
152,06/28/2023 17:00:00,22.18,0.00,,,,
153,06/28/2023 18:00:00,22.65,0.00,,,,
154,06/28/2023 19:00:00,22.61,0.00,,,,
155,06/28/2023 20:00:00,21.49,0.00,,,,
156,06/28/2023 21:00:00,20.68,0.00,,,,
157,06/28/2023 22:00:00,19.90,0.00,,,,
158,06/28/2023 23:00:00,18.87,0.00,,,,
159,06/29/2023 00:00:00,17.89,0.00,,,,
160,06/29/2023 01:00:00,16.90,0.00,,,,
161,06/29/2023 02:00:00,15.96,0.00,,,,
162,06/29/2023 03:00:00,15.01,0.00,,,,
163,06/29/2023 04:00:00,14.15,0.00,,,,
164,06/29/2023 05:00:00,13.47,0.00,,,,
165,06/29/2023 06:00:00,12.95,0.00,,,,
166,06/29/2023 07:00:00,12.48,0.00,,,,
167,06/29/2023 08:00:00,12.22,0.00,,,,
168,06/29/2023 09:00:00,12.14,0.00,,,,
169,06/29/2023 10:00:00,12.18,0.00,,,,
170,06/29/2023 11:00:00,12.27,0.00,,,,
171,06/29/2023 12:00:00,12.82,0.00,,,,
172,06/29/2023 13:00:00,13.60,0.97,,,,
173,06/29/2023 14:00:00,16.13,205.12,,,,
174,06/29/2023 15:00:00,16.64,4.21,,,,
175,06/29/2023 16:00:00,15.66,3.79,,,,
176,06/29/2023 17:00:00,14.71,2795.52,,,,
177,06/29/2023 18:00:00,15.01,2.17,,,,
178,06/29/2023 19:00:00,15.91,1.39,,,,
179,06/29/2023 20:00:00,15.23,6.17,,,,
180,06/29/2023 21:00:00,13.55,2.96,,,,
181,06/29/2023 22:00:00,12.44,0.00,,,,
182,06/29/2023 23:00:00,11.41,3.74,,,,
183,06/30/2023 00:00:00,10.77,6.09,,,,
184,06/30/2023 01:00:00,9.74,26.45,,,,
185,06/30/2023 02:00:00,9.31,41.10,,,,
186,06/30/2023 03:00:00,9.26,33.94,,,,
187,06/30/2023 04:00:00,9.18,82.20,,,,
188,06/30/2023 05:00:00,10.51,220.72,,,,
189,06/30/2023 06:00:00,11.37,177.92,,,,
190,06/30/2023 07:00:00,10.64,154.96,,,,
191,06/30/2023 08:00:00,11.19,211.76,,,,
192,06/30/2023 09:00:00,11.19,237.04,,,,
193,06/30/2023 10:00:00,11.71,53.10,,,,
194,06/30/2023 11:00:00,12.14,78.46,,,,
195,06/30/2023 12:00:00,13.51,1542.40,,,,
196,06/30/2023 13:00:00,17.46,2418.56,,,,
197,06/30/2023 14:00:00,22.22,5770.24,,,,
198,06/30/2023 15:00:00,25.99,4724.48,,,,
199,06/30/2023 16:00:00,24.32,2666.24,,,,
200,06/30/2023 17:00:00,21.49,2268.16,,,,
201,06/30/2023 18:00:00,18.27,1874.56,,,,
202,06/30/2023 19:00:00,14.28,1049.28,,,,
203,06/30/2023 20:00:00,12.48,384.32,,,,
204,06/30/2023 21:00:00,11.11,189.44,,,,
205,06/30/2023 22:00:00,12.52,1.76,,,,
206,06/30/2023 23:00:00,11.41,2.17,,,,
207,07/01/2023 00:00:00,10.46,1.56,,,,
208,07/01/2023 01:00:00,9.56,2.17,,,,
209,07/01/2023 02:00:00,8.83,4.38,,,,
210,07/01/2023 03:00:00,8.45,4.97,,,,
211,07/01/2023 04:00:00,7.98,8.18,,,,
212,07/01/2023 05:00:00,7.89,12.41,,,,
213,07/01/2023 06:00:00,7.89,8.59,,,,
214,07/01/2023 07:00:00,7.89,16.41,,,,
215,07/01/2023 08:00:00,12.05,17.19,,,,
216,07/01/2023 09:00:00,11.37,7.17,,,,
217,07/01/2023 10:00:00,11.24,117.16,,,,
218,07/01/2023 11:00:00,13.25,820.48,,,,
219,07/01/2023 12:00:00,11.45,2.57,,,,
220,07/01/2023 13:00:00,12.52,136.84,,,,
221,07/01/2023 14:00:00,12.57,322.72,,,,
222,07/01/2023 15:00:00,13.12,470.24,,,,
223,07/01/2023 16:00:00,11.19,27.13,,,,
224,07/01/2023 17:00:00,9.35,6.93,,,,
225,07/01/2023 18:00:00,7.42,406.56,,,,
226,07/01/2023 19:00:00,7.12,176.16,,,,
227,07/01/2023 20:00:00,5.57,0.00,,,,
228,07/01/2023 21:00:00,5.06,101.88,,,,
229,07/01/2023 22:00:00,4.59,66.32,,,,
230,07/01/2023 23:00:00,4.07,75.72,,,,
231,07/02/2023 00:00:00,3.77,78.86,,,,
232,07/02/2023 01:00:00,3.30,34.73,,,,
233,07/02/2023 02:00:00,3.69,84.44,,,,
234,07/02/2023 03:00:00,4.50,243.92,,,,
235,07/02/2023 04:00:00,5.02,211.60,,,,
236,07/02/2023 05:00:00,5.62,283.52,,,,
237,07/02/2023 06:00:00,6.90,433.44,,,,
238,07/02/2023 07:00:00,6.26,289.76,,,,
239,07/02/2023 08:00:00,3.94,212.40,,,,
240,07/02/2023 09:00:00,4.54,2481.28,,,,
241,07/02/2023 10:00:00,7.63,2014.08,,,,
242,07/02/2023 11:00:00,9.52,561.92,,,,
243,07/02/2023 12:00:00,22.18,15226.88,,,,
244,07/02/2023 13:00:00,21.79,572.96,,,,
245,07/02/2023 14:00:00,19.17,9.77,,,,
246,07/02/2023 15:00:00,12.70,0.78,,,,
247,07/02/2023 16:00:00,9.65,1.78,,,,
248,07/02/2023 17:00:00,8.36,1120.64,,,,
249,07/02/2023 18:00:00,7.72,590.08,,,,
250,07/02/2023 19:00:00,7.16,0.00,,,,
251,07/02/2023 20:00:00,7.46,156.36,,,,
252,07/02/2023 21:00:00,6.26,0.00,,,,
253,07/02/2023 22:00:00,6.17,0.00,,,,
254,07/02/2023 23:00:00,6.17,0.00,,,,
255,07/03/2023 00:00:00,6.09,0.00,,,,
256,07/03/2023 01:00:00,5.96,0.00,,,,
257,07/03/2023 02:00:00,6.00,0.00,,,,
258,07/03/2023 03:00:00,5.92,0.00,,,,
259,07/03/2023 04:00:00,5.87,0.00,,,,
260,07/03/2023 05:00:00,6.05,0.00,,,,
261,07/03/2023 06:00:00,6.22,0.00,,,,
262,07/03/2023 07:00:00,6.43,0.00,,,,
263,07/03/2023 08:00:00,6.60,0.00,,,,
264,07/03/2023 09:00:00,6.69,0.00,,,,
265,07/03/2023 10:00:00,6.73,0.00,,,,
266,07/03/2023 11:00:00,6.82,0.00,,,,
267,07/03/2023 12:00:00,6.86,0.00,,,,
268,07/03/2023 13:00:00,6.82,0.00,,,,
269,07/03/2023 14:00:00,6.78,0.00,,,,
270,07/03/2023 15:00:00,6.78,0.00,,,,
271,07/03/2023 16:00:00,6.78,0.00,,,,
272,07/03/2023 17:00:00,6.73,0.00,,,,
273,07/03/2023 18:00:00,6.56,0.00,,,,
274,07/03/2023 19:00:00,6.65,0.00,,,,
275,07/03/2023 20:00:00,6.60,0.00,,,,
276,07/03/2023 21:00:00,6.43,0.00,,,,
277,07/03/2023 22:00:00,6.43,0.00,,,,
278,07/03/2023 23:00:00,6.39,0.00,,,,
279,07/04/2023 00:00:00,6.35,0.00,,,,
280,07/04/2023 01:00:00,6.35,0.00,,,,
281,07/04/2023 02:00:00,6.30,0.00,,,,
282,07/04/2023 03:00:00,6.30,0.00,,,,
283,07/04/2023 04:00:00,6.30,0.00,,,,
284,07/04/2023 05:00:00,6.30,0.00,,,,
285,07/04/2023 06:00:00,6.35,0.00,,,,
286,07/04/2023 07:00:00,6.43,0.00,,,,
287,07/04/2023 08:00:00,6.52,0.00,,,,
288,07/04/2023 09:00:00,6.65,0.00,,,,
289,07/04/2023 10:00:00,6.69,0.00,,,,
290,07/04/2023 11:00:00,6.82,0.00,,,,
291,07/04/2023 12:00:00,6.90,0.00,,,,
292,07/04/2023 13:00:00,6.95,0.00,,,,
293,07/04/2023 14:00:00,7.12,0.19,,,,
294,07/04/2023 15:00:00,7.29,0.00,,,,
295,07/04/2023 16:00:00,7.33,0.00,,,,
296,07/04/2023 17:00:00,7.25,0.00,,,,
297,07/04/2023 18:00:00,7.16,0.00,,,,
298,07/04/2023 19:00:00,7.16,0.00,,,,
299,07/04/2023 20:00:00,7.08,0.00,,,,
300,07/04/2023 21:00:00,6.90,0.00,,,,
301,07/04/2023 22:00:00,6.82,0.00,,,,
302,07/04/2023 23:00:00,6.52,0.00,,,,
303,07/05/2023 00:00:00,6.43,0.00,,,,
304,07/05/2023 01:00:00,6.26,0.00,,,,
305,07/05/2023 02:00:00,6.26,0.00,,,,
306,07/05/2023 03:00:00,6.22,0.00,,,,
307,07/05/2023 04:00:00,6.26,0.00,,,,
308,07/05/2023 05:00:00,6.30,0.00,,,,
309,07/05/2023 06:00:00,6.26,0.00,,,,
310,07/05/2023 07:00:00,6.39,0.00,,,,
311,07/05/2023 08:00:00,6.52,0.00,,,,
312,07/05/2023 09:00:00,6.48,0.00,,,,
313,07/05/2023 10:00:00,6.52,0.00,,,,
314,07/05/2023 11:00:00,6.52,0.00,,,,
315,07/05/2023 12:00:00,6.69,0.00,,,,
316,07/05/2023 13:00:00,6.82,0.00,,,,
317,07/05/2023 14:00:00,6.90,0.00,,,,
318,07/05/2023 15:00:00,6.95,0.00,,,,
319,07/05/2023 16:00:00,6.86,0.00,,,,
320,07/05/2023 17:00:00,6.82,0.00,,,,
321,07/05/2023 18:00:00,6.78,0.00,,,,
322,07/05/2023 19:00:00,6.73,0.00,,,,
323,07/05/2023 20:00:00,6.69,0.00,,,,
324,07/05/2023 21:00:00,6.65,0.00,,,,
325,07/05/2023 22:00:00,6.56,0.00,,,,
326,07/05/2023 23:00:00,6.52,0.00,,,,
327,07/06/2023 00:00:00,6.48,0.00,,,,
328,07/06/2023 01:00:00,6.39,0.00,,,,
329,07/06/2023 02:00:00,6.30,0.00,,,,
330,07/06/2023 03:00:00,6.35,0.00,,,,
331,07/06/2023 04:00:00,6.30,0.00,,,,
332,07/06/2023 05:00:00,6.35,0.00,,,,
333,07/06/2023 06:00:00,6.39,0.00,,,,
334,07/06/2023 07:00:00,6.43,0.00,,,,
335,07/06/2023 08:00:00,6.13,0.00,,,,
336,07/06/2023 09:00:00,6.30,0.00,,,,
337,07/06/2023 10:00:00,6.48,0.00,,,,
338,07/06/2023 11:00:00,6.52,0.00,,,,
339,07/06/2023 12:00:00,6.56,0.00,,,,
340,07/06/2023 13:00:00,6.56,0.00,,,,
341,07/06/2023 14:00:00,6.65,0.00,,,,
342,07/06/2023 15:00:00,6.56,0.00,,,,
343,07/06/2023 16:00:00,6.69,0.00,,,,
344,07/06/2023 17:00:00,6.65,0.00,,,,
345,07/06/2023 18:00:00,6.56,0.00,,,,
346,07/06/2023 19:00:00,6.35,0.00,,,,
347,07/06/2023 20:00:00,6.26,0.00,,,,
348,07/06/2023 21:00:00,6.22,0.00,,,,
349,07/06/2023 22:00:00,6.09,0.00,,,,
350,07/06/2023 23:00:00,6.00,0.00,,,,
351,07/07/2023 00:00:00,6.09,0.00,,,,
352,07/07/2023 01:00:00,6.00,0.00,,,,
353,07/07/2023 02:00:00,5.96,0.00,,,,
354,07/07/2023 03:00:00,6.00,0.00,,,,
355,07/07/2023 04:00:00,6.00,0.00,,,,
356,07/07/2023 05:00:00,6.17,0.00,,,,
357,07/07/2023 06:00:00,6.30,0.00,,,,
358,07/07/2023 07:00:00,6.39,0.00,,,,
359,07/07/2023 08:00:00,6.35,0.00,,,,
360,07/07/2023 09:00:00,6.73,0.00,,,,
361,07/07/2023 10:00:00,6.86,0.00,,,,
362,07/07/2023 11:00:00,7.08,0.39,,,,
363,07/07/2023 12:00:00,7.42,1.37,,,,
364,07/07/2023 13:00:00,7.81,1.17,,,,
365,07/07/2023 14:00:00,8.15,0.78,,,,
366,07/07/2023 15:00:00,8.19,0.19,,,,
367,07/07/2023 16:00:00,8.23,0.19,,,,
368,07/07/2023 17:00:00,8.15,0.00,,,,
369,07/07/2023 18:00:00,8.02,0.00,,,,
370,07/07/2023 19:00:00,7.81,0.00,,,,
371,07/07/2023 20:00:00,7.63,0.00,,,,
372,07/07/2023 21:00:00,7.33,0.00,,,,
373,07/07/2023 22:00:00,7.03,0.00,,,,
374,07/07/2023 23:00:00,6.82,0.00,,,,
375,07/08/2023 00:00:00,6.65,0.00,,,,
376,07/08/2023 01:00:00,6.48,0.00,,,,
377,07/08/2023 02:00:00,6.39,0.00,,,,
378,07/08/2023 03:00:00,6.30,0.00,,,,
379,07/08/2023 04:00:00,6.26,0.00,,,,
380,07/08/2023 05:00:00,6.35,0.00,,,,
381,07/08/2023 06:00:00,6.26,0.00,,,,
382,07/08/2023 07:00:00,6.52,0.00,,,,
383,07/08/2023 08:00:00,6.69,0.00,,,,
384,07/08/2023 09:00:00,6.73,0.00,,,,
385,07/08/2023 10:00:00,6.86,0.00,,,,
386,07/08/2023 11:00:00,7.03,0.39,,,,
387,07/08/2023 12:00:00,7.50,0.58,,,,
388,07/08/2023 13:00:00,7.93,0.58,,,,
389,07/08/2023 14:00:00,8.11,0.19,,,,
390,07/08/2023 15:00:00,8.23,0.19,,,,
391,07/08/2023 16:00:00,8.32,0.00,,,,
392,07/08/2023 17:00:00,8.06,0.00,,,,
393,07/08/2023 18:00:00,7.89,0.00,,,,
394,07/08/2023 19:00:00,7.81,0.00,,,,
395,07/08/2023 20:00:00,7.55,0.00,,,,
396,07/08/2023 21:00:00,7.29,0.00,,,,
397,07/08/2023 22:00:00,7.03,0.00,,,,
398,07/08/2023 23:00:00,6.90,0.00,,,,
399,07/09/2023 00:00:00,6.69,0.00,,,,
400,07/09/2023 01:00:00,6.60,0.00,,,,
401,07/09/2023 02:00:00,6.48,0.00,,,,
402,07/09/2023 03:00:00,6.43,0.00,,,,
403,07/09/2023 04:00:00,6.39,0.00,,,,
404,07/09/2023 05:00:00,6.35,0.00,,,,
405,07/09/2023 06:00:00,6.35,0.00,,,,
406,07/09/2023 07:00:00,6.39,0.00,,,,
407,07/09/2023 08:00:00,6.48,0.00,,,,
408,07/09/2023 09:00:00,6.60,0.00,,,,
409,07/09/2023 10:00:00,6.78,0.00,,,,
410,07/09/2023 11:00:00,7.08,0.00,,,,
411,07/09/2023 12:00:00,7.63,0.39,,,,
412,07/09/2023 13:00:00,7.98,0.39,,,,
413,07/09/2023 14:00:00,8.23,0.00,,,,
414,07/09/2023 15:00:00,8.41,0.00,,,,
415,07/09/2023 16:00:00,8.36,0.00,,,,
416,07/09/2023 17:00:00,8.23,0.00,,,,
417,07/09/2023 18:00:00,8.02,0.00,,,,
418,07/09/2023 19:00:00,7.81,0.00,,,,
419,07/09/2023 20:00:00,7.59,0.00,,,,
420,07/09/2023 21:00:00,7.25,0.00,,,,
421,07/09/2023 22:00:00,6.90,0.00,,,,
422,07/09/2023 23:00:00,6.73,0.00,,,,
423,07/10/2023 00:00:00,6.43,0.19,,,,
424,07/10/2023 01:00:00,6.26,0.00,,,,
425,07/10/2023 02:00:00,6.13,0.00,,,,
426,07/10/2023 03:00:00,6.09,0.00,,,,
427,07/10/2023 04:00:00,6.00,0.00,,,,
428,07/10/2023 05:00:00,6.00,0.00,,,,
429,07/10/2023 06:00:00,6.13,0.00,,,,
430,07/10/2023 07:00:00,6.35,0.00,,,,
431,07/10/2023 08:00:00,6.60,0.00,,,,
432,07/10/2023 09:00:00,6.99,0.00,,,,
433,07/10/2023 10:00:00,7.42,0.58,,,,
434,07/10/2023 11:00:00,7.72,0.39,,,,
435,07/10/2023 12:00:00,8.11,0.39,,,,
436,07/10/2023 13:00:00,8.28,0.39,,,,
437,07/10/2023 14:00:00,8.49,0.00,,,,
438,07/10/2023 15:00:00,8.62,0.00,,,,
439,07/10/2023 16:00:00,8.71,0.00,,,,
440,07/10/2023 17:00:00,8.79,0.00,,,,
441,07/10/2023 18:00:00,8.53,0.00,,,,
442,07/10/2023 19:00:00,8.23,0.00,,,,
443,07/10/2023 20:00:00,7.98,0.19,,,,
444,07/10/2023 21:00:00,7.63,0.00,,,,
445,07/10/2023 22:00:00,7.38,0.00,,,,
446,07/10/2023 23:00:00,7.03,0.00,,,,
447,07/11/2023 00:00:00,6.86,0.00,,,,
448,07/11/2023 01:00:00,6.73,0.00,,,,
449,07/11/2023 02:00:00,6.56,0.00,,,,
450,07/11/2023 03:00:00,6.43,0.00,,,,
451,07/11/2023 04:00:00,6.39,0.00,,,,
452,07/11/2023 05:00:00,6.30,0.00,,,,
453,07/11/2023 06:00:00,6.43,0.00,,,,
454,07/11/2023 07:00:00,6.60,0.00,,,,
455,07/11/2023 08:00:00,6.86,0.00,,,,
456,07/11/2023 09:00:00,7.29,0.00,,,,
457,07/11/2023 10:00:00,7.72,0.39,,,,
458,07/11/2023 11:00:00,8.11,0.39,,,,
459,07/11/2023 12:00:00,8.45,0.39,,,,
460,07/11/2023 13:00:00,8.75,0.39,,,,
461,07/11/2023 14:00:00,8.92,0.19,,,,
462,07/11/2023 15:00:00,9.05,0.19,,,,
463,07/11/2023 16:00:00,9.05,0.19,,,,
464,07/11/2023 17:00:00,8.92,0.00,,,,
465,07/11/2023 18:00:00,8.71,0.00,,,,
466,07/11/2023 19:00:00,8.49,0.00,,,,
467,07/11/2023 20:00:00,8.23,0.00,,,,
468,07/11/2023 21:00:00,7.98,0.00,,,,
469,07/11/2023 22:00:00,7.59,0.00,,,,
470,07/11/2023 23:00:00,7.29,0.00,,,,
471,07/12/2023 00:00:00,7.03,0.00,,,,
472,07/12/2023 01:00:00,6.78,0.00,,,,
473,07/12/2023 02:00:00,6.60,0.19,,,,
474,07/12/2023 03:00:00,6.56,0.00,,,,
475,07/12/2023 04:00:00,6.52,0.00,,,,
476,07/12/2023 05:00:00,6.56,0.00,,,,
477,07/12/2023 06:00:00,6.69,0.00,,,,
478,07/12/2023 07:00:00,6.90,0.00,,,,
479,07/12/2023 08:00:00,7.16,0.00,,,,
480,07/12/2023 09:00:00,7.59,0.19,,,,
481,07/12/2023 10:00:00,7.98,0.39,,,,
482,07/12/2023 11:00:00,8.41,0.58,,,,
483,07/12/2023 12:00:00,8.71,0.58,,,,
484,07/12/2023 13:00:00,8.92,0.39,,,,
485,07/12/2023 14:00:00,9.14,0.19,,,,
486,07/12/2023 15:00:00,9.18,0.19,,,,
487,07/12/2023 16:00:00,9.14,0.00,,,,
488,07/12/2023 17:00:00,8.96,0.00,,,,
489,07/12/2023 18:00:00,8.75,0.00,,,,
490,07/12/2023 19:00:00,8.53,0.00,,,,
491,07/12/2023 20:00:00,8.32,0.00,,,,
492,07/12/2023 21:00:00,8.11,0.00,,,,
493,07/12/2023 22:00:00,7.76,0.00,,,,
494,07/12/2023 23:00:00,7.59,0.00,,,,
495,07/13/2023 00:00:00,7.33,0.00,,,,
496,07/13/2023 01:00:00,7.16,0.00,,,,
497,07/13/2023 02:00:00,6.99,0.00,,,,
498,07/13/2023 03:00:00,6.78,0.00,,,,
499,07/13/2023 04:00:00,6.73,0.00,,,,
500,07/13/2023 05:00:00,6.69,0.00,,,,
501,07/13/2023 06:00:00,6.86,0.00,,,,
502,07/13/2023 07:00:00,6.99,0.00,,,,
503,07/13/2023 08:00:00,7.25,0.19,,,,
504,07/13/2023 09:00:00,7.72,0.00,,,,
505,07/13/2023 10:00:00,8.23,0.19,,,,
506,07/13/2023 11:00:00,8.36,0.19,,,,
507,07/13/2023 12:00:00,8.49,0.00,,,,
508,07/13/2023 13:00:00,8.62,0.00,,,,
509,07/13/2023 14:00:00,8.53,0.00,,,,
510,07/13/2023 15:00:00,8.66,0.00,,,,
511,07/13/2023 16:00:00,8.45,0.00,,,,
512,07/13/2023 17:00:00,8.41,0.00,,,,
513,07/13/2023 18:00:00,8.19,0.19,,,,
514,07/13/2023 19:00:00,7.98,0.00,,,,
