#,Date-Time (CET/CEST),Temp,Light,Button Down,Button Up,Host Connected,End of File
1,07/01/2023 08:00:00,10.51,2.97,,,,
2,07/01/2023 09:00:00,12.18,0.21,,,,
3,07/01/2023 10:00:00,11.58,195.44,,,,
4,07/01/2023 11:00:00,13.38,567.52,,,,
5,07/01/2023 12:00:00,12.95,2.76,,,,
6,07/01/2023 13:00:00,12.05,314.32,,,,
7,07/01/2023 14:00:00,14.63,198.64,,,,
8,07/01/2023 15:00:00,13.55,22.25,,,,
9,07/01/2023 16:00:00,11.24,11.35,,,,
10,07/01/2023 17:00:00,8.02,11.63,,,,
11,07/01/2023 18:00:00,6.99,816.00,,,,
12,07/01/2023 19:00:00,7.03,857.60,,,,
13,07/01/2023 20:00:00,5.62,0.00,,,,
14,07/01/2023 21:00:00,5.27,8.47,,,,
15,07/01/2023 22:00:00,5.53,5.71,,,,
16,07/01/2023 23:00:00,5.27,6.34,,,,
17,07/02/2023 00:00:00,5.06,7.40,,,,
18,07/02/2023 01:00:00,4.59,3.16,,,,
19,07/02/2023 02:00:00,4.59,7.61,,,,
20,07/02/2023 03:00:00,5.06,22.85,,,,
21,07/02/2023 04:00:00,5.62,19.27,,,,
22,07/02/2023 05:00:00,6.00,26.65,,,,
23,07/02/2023 06:00:00,6.90,39.87,,,,
24,07/02/2023 07:00:00,7.03,27.07,,,,
25,07/02/2023 08:00:00,6.09,19.06,,,,
26,07/02/2023 09:00:00,5.19,272.40,,,,
27,07/02/2023 10:00:00,7.29,183.28,,,,
28,07/02/2023 11:00:00,9.91,48.28,,,,
29,07/02/2023 12:00:00,16.73,1701.76,,,,
30,07/02/2023 13:00:00,21.62,171.68,,,,
31,07/02/2023 14:00:00,17.63,6.21,,,,
32,07/02/2023 15:00:00,11.75,0.00,,,,
33,07/02/2023 16:00:00,9.31,1.89,,,,
34,07/02/2023 17:00:00,8.71,171.28,,,,
35,07/02/2023 18:00:00,6.48,0.21,,,,
36,07/02/2023 19:00:00,6.17,0.63,,,,
37,07/02/2023 20:00:00,6.13,0.42,,,,
38,07/02/2023 21:00:00,5.92,0.00,,,,
39,07/02/2023 22:00:00,5.70,0.00,,,,
40,07/02/2023 23:00:00,5.49,0.00,,,,
41,07/03/2023 00:00:00,5.36,0.00,,,,
42,07/03/2023 01:00:00,5.23,0.00,,,,
43,07/03/2023 02:00:00,5.10,0.00,,,,
44,07/03/2023 03:00:00,4.93,0.00,,,,
45,07/03/2023 04:00:00,4.97,0.63,,,,
46,07/03/2023 05:00:00,5.15,0.84,,,,
47,07/03/2023 06:00:00,5.53,1.05,,,,
48,07/03/2023 07:00:00,5.92,1.26,,,,
49,07/03/2023 08:00:00,6.26,1.68,,,,
50,07/03/2023 09:00:00,6.48,1.68,,,,
51,07/03/2023 10:00:00,6.56,1.47,,,,
52,07/03/2023 11:00:00,6.82,1.89,,,,
